t,x,y,z
22.588,-6.1,-2.98,-2.96
22.605,-6.9,-3.39,-2.96
22.612,-6.43,-3.16,-2.96
22.634,-7.28,-3.57,-2.96
22.644,-6.81,-3.36,-2.96
22.655,-6.66,-3.3,-2.96
22.666,-6.78,-3.36,-2.96
22.692,-6.76,-3.37,-2.98
22.708,-5.97,-2.97,-2.97
22.722,-7.31,-3.64,-2.96
22.747,-5.84,-3.0,-2.98
22.789,-5.98,-3.14,-3.0
22.820,-5.82,-3.05,-3.0
22.865,-5.75,-3.15,-3.01
22.895,-6.75,-3.59,-3.0
22.926,-5.84,-3.14,-3.0
22.958,-5.74,-3.15,-3.0
22.981,-6.97,-3.64,-2.99
23.006,-5.57,-3.01,-2.99
23.027,-6.78,-3.51,-2.98
23.051,-4.96,-2.74,-3.0
23.079,-6.17,-3.35,-3.0
23.102,-6.86,-3.6,-2.99
23.121,-5.19,-2.79,-2.99
23.146,-6.53,-3.52,-3.0
23.177,-5.7,-3.11,-3.01
23.206,-5.93,-3.24,-3.01
23.240,-5.41,-2.96,-3.02
23.278,-5.77,-3.22,-3.03
23.304,-6.32,-3.36,-3.01
23.343,-5.33,-2.96,-3.04
23.374,-5.77,-3.06,-3.02
23.401,-5.05,-2.72,-3.01
23.431,-5.84,-3.13,-3.01
23.458,-5.98,-3.12,-3.01
23.481,-5.66,-2.97,-3.0
23.526,-5.77,-3.01,-3.05
23.562,-5.01,-2.66,-3.03
23.590,-5.82,-2.98,-3.02
23.624,-6.25,-3.16,-3.03
23.657,-5.28,-2.71,-3.03
23.685,-5.98,-3.0,-3.02
23.712,-5.12,-2.6,-3.01
23.733,-6.72,-3.36,-3.01
23.755,-5.67,-2.84,-3.01
23.787,-5.42,-2.7,-3.03
23.805,-6.15,-3.06,-3.0
23.827,-5.63,-2.77,-3.01
23.854,-6.05,-3.01,-3.02
23.886,-5.42,-2.64,-3.03
23.911,-5.22,-2.53,-3.02
23.933,-6.67,-3.3,-3.01
23.957,-5.45,-2.67,-3.01
23.979,-5.45,-2.65,-3.01
23.999,-5.81,-2.86,-3.01
24.020,-5.68,-2.76,-3.01
24.049,-5.78,-2.78,-3.03
24.081,-5.33,-2.55,-3.03
24.109,-5.89,-2.8,-3.03
24.140,-5.45,-2.63,-3.03
24.158,-6.01,-2.93,-3.01
24.175,-6.14,-3.0,-3.01
24.197,-5.48,-2.68,-3.02
24.219,-5.47,-2.66,-3.02
24.241,-5.55,-2.71,-3.02
24.263,-6.39,-3.14,-3.02
24.282,-4.72,-2.33,-3.01
24.299,-6.06,-2.97,-3.01
24.324,-5.96,-2.97,-3.03
24.347,-5.51,-2.73,-3.02
24.368,-5.36,-2.65,-3.02
24.389,-5.46,-2.75,-3.02
24.417,-5.62,-2.83,-3.03
24.437,-5.57,-2.79,-3.02
24.461,-5.01,-2.56,-3.03
24.486,-5.95,-3.05,-3.03
24.514,-5.67,-2.92,-3.03
24.548,-4.7,-2.55,-3.05
24.574,-5.6,-2.94,-3.03
24.603,-5.13,-2.78,-3.04
24.635,-4.99,-2.77,-3.04
24.663,-5.36,-2.94,-3.03
24.691,-4.19,-2.48,-3.03
24.715,-5.67,-3.18,-3.03
24.746,-4.97,-2.89,-3.03
24.776,-4.91,-2.97,-3.03
24.809,-4.45,-2.82,-3.04
24.836,-5.24,-3.14,-3.03
24.865,-4.91,-3.11,-3.03
24.891,-4.21,-2.73,-3.02
24.905,-5.85,-3.32,-3.0
24.922,-5.42,-3.23,-3.01
24.945,-4.6,-2.96,-3.02
24.974,-4.77,-3.21,-3.03
25.004,-4.55,-3.23,-3.03
25.035,-4.37,-3.19,-3.03
25.068,-3.99,-3.17,-3.03
25.104,-4.59,-3.59,-3.03
25.132,-4.18,-3.36,-3.02
25.158,-4.24,-3.15,-3.01
25.178,-4.62,-3.28,-3.01
25.210,-3.76,-3.39,-3.02
25.245,-4.52,-3.85,-3.03
25.279,-3.66,-3.48,-3.02
25.308,-4.38,-3.67,-3.02
25.339,-3.85,-3.65,-3.02
25.377,-3.73,-3.93,-3.03
25.414,-3.82,-4.06,-3.03
25.457,-3.13,-3.99,-3.03
25.491,-3.2,-3.74,-3.02
25.529,-3.75,-4.2,-3.02
25.560,-3.42,-3.88,-3.02
25.599,-3.39,-4.28,-3.03
25.627,-3.96,-4.06,-3.02
25.659,-3.35,-4.02,-3.02
25.687,-3.91,-4.14,-3.02
25.719,-3.28,-4.04,-3.02
25.751,-3.22,-4.12,-3.02
25.781,-3.52,-4.15,-3.02
25.803,-4.71,-4.4,-3.01
25.829,-3.0,-3.79,-3.02
25.863,-4.02,-4.67,-3.02
25.897,-2.85,-4.17,-3.03
25.935,-3.4,-4.62,-3.03
25.957,-3.53,-4.02,-3.01
25.987,-3.4,-4.32,-3.02
26.023,-3.65,-4.73,-3.03
26.056,-2.95,-4.29,-3.02
26.093,-2.47,-4.19,-3.03
26.118,-3.91,-4.51,-3.02
26.140,-3.43,-4.08,-3.01
26.163,-4.42,-4.58,-3.02
26.195,-3.1,-4.38,-3.02
26.223,-4.96,-4.73,-3.01
26.245,-2.33,-3.9,-3.02
26.266,-3.45,-4.15,-3.01
26.300,-2.82,-4.32,-3.02
26.336,-3.66,-4.79,-3.02
26.361,-2.98,-4.09,-3.02
26.384,-4.23,-4.64,-3.01
26.409,-3.14,-4.09,-3.01
